,news,Publish_Date,sentiment_score,sentiment_label,sentiment_score_updated,sentiment_label_updated
1221,dadlani head americas infosys krishna gets europe,2014-06-16,0.0,neutral,0.0,neutral
1222,infosys techie murder hc deadline ends cops stare dead end,2016-06-30,-0.20000000298023224,negative,0.0,neutral
1223,infosys q3 sequential revenue 14,2017-01-13,0.0,neutral,0.0,neutral
1224,infosys reliance admired companies,2001-08-19,0.0,neutral,1.0,positive
1225,bvm faculty trained infosys tcs,2009-06-04,0.0,neutral,0.0,neutral
1226,infosys hire 30k fy11,2010-04-13,0.0,neutral,1.0,positive
1227,infosys hire 45000 people fy 2012,2011-04-15,0.0,neutral,1.0,positive
1228,west bengal keen infosys unit state,2012-05-24,0.0,neutral,0.0,neutral
1229,google microsoft infosys among ideal workplaces grads survey,2012-06-02,0.8999999761581421,positive,0.0,neutral
1230,infosys opened education career opportunities,2012-09-18,0.0,neutral,0.0,neutral
1231,infosys pressure 10 things know,2013-04-12,0.0,neutral,0.0,neutral
1232,infosys ceo vishal sikkas letter employees,2016-07-19,0.0,neutral,0.0,neutral
1233,infosys elevates rajesh krishnamurthy president,2016-07-31,0.0,neutral,0.0,neutral
1234,infosys ceo vishal sikka resigns company,2017-08-18,0.0,neutral,0.0,neutral
1235,egon zehnder find infosys ceo candidate,2017-08-26,0.0,neutral,0.0,neutral
1236,infosys may drop,2007-04-14,0.0,neutral,0.0,neutral
1237,software growth rate fall infosys,2009-02-05,0.0,neutral,0.0,neutral
1238,wipro infosys go desi woo global customers,2010-05-11,0.0,neutral,0.0,neutral
1239,infosys techies wife murdered,2010-08-10,0.0,neutral,0.0,neutral
1240,infosys help clients tap facebook twitter,2012-04-24,0.0,neutral,0.0,neutral
1241,infosys techie death case cops quiz neelimas friend prashant,2012-08-09,0.0,neutral,0.0,neutral
1242,infosys q3 net profit flat revised fy13 dollar guidance 745 bn,2013-01-11,-0.012500000186264515,neutral,0.0,neutral
1243,infosys lowers revenue guidance,2015-10-12,0.0,neutral,0.0,neutral
1244,two board infosys top deck,2015-11-30,0.5,positive,1.0,positive
1245,infosys ceo sikka rakes 11 million total compensation,2016-02-25,0.0,neutral,0.0,neutral
1246,infosys cofounders keep faith startups,2016-04-28,0.0,neutral,0.0,neutral
1247,gsts backbone ready infosys develop run project,2016-08-03,0.20000000298023224,positive,1.0,positive
1248,infosys q2 net profit 6 client wins beats estimates,2016-10-14,0.15000000596046448,positive,1.0,positive
1249,infosys shares slip murthy slams coos pay hike,2017-04-03,0.0,neutral,0.0,neutral
1250,infosys wins brand equity quiz,2003-02-17,0.30000001192092896,positive,1.0,positive
1251,infosys recruits pvt tech college students,2004-05-28,0.0,neutral,1.0,positive
1252,infosys inside q1 numbers,2008-07-11,0.0,neutral,0.0,neutral
1253,tcs infosys wipro bet big nonlinear growth,2009-11-02,0.0,neutral,0.0,neutral
1254,doubledigit growth turning point infosys,2010-10-16,0.0,neutral,0.0,neutral
1255,infosys upbeat second half,2011-07-12,-0.0833333358168602,neutral,0.0,neutral
1256,cautious global demand infosys cfo,2011-11-11,0.0,neutral,0.0,neutral
1257,whats worrying services infosys tcs wipro hcl tech unscath,2012-04-29,0.0,neutral,0.0,neutral
1258,infosys 201112 8 littleknown facts,2012-05-29,0.0,neutral,0.0,neutral
1259,makes infosys poaching ground rivals,2013-09-23,0.0,neutral,0.0,neutral
1260,infosys inducts 12 executives management team,2013-10-25,0.0,neutral,0.0,neutral
1261,murthy effect infosys returns doubledigit growth,2014-01-10,0.0,neutral,0.0,neutral
1262,infosys vaunted leadership programme disappoints,2014-05-30,0.0,neutral,0.0,neutral
1263,tcs infosys among global companies dividend higher capex,2015-06-13,0.125,positive,0.0,neutral
1264,bottomup innovation paying infosyss vishal sikka,2015-06-22,0.0,neutral,0.0,neutral
1265,performance decide schoolteachers pay says infosys founder narayana murthy,2016-04-12,0.0,neutral,0.0,neutral
1266,tv mohandas pai publicly apologise infosys investors,2016-05-08,0.0,neutral,0.0,neutral
1267,watched infosys techies gory death 50 yards 3 minutes,2016-07-01,-0.5,negative,0.0,neutral
1268,infosys clause may impact probe disclosure,2017-08-28,0.0,neutral,0.0,neutral
1269,infosys spreads tentacles mangalore,2001-09-28,0.0,neutral,0.0,neutral
1270,infosys hires quality space,2003-02-02,0.0,neutral,0.0,neutral
1271,cognizant outpaces tcs infosys wipro,2010-08-11,0.0,neutral,0.0,neutral
1272,infosys among top 10 global service providers china,2012-07-14,0.25,positive,1.0,positive
1273,infosys switches top management roles names bpo ceo,2013-01-31,0.5,positive,1.0,positive
1274,infosyss corporate governance raises concerns,2014-03-31,0.0,neutral,0.0,neutral
1275,infosyss sikka ctss dsouza among popular ceos us,2015-06-11,0.6000000238418579,positive,0.0,neutral
1276,infosys help telangana create mysore,2015-12-30,0.0,neutral,0.0,neutral
1277,infosys deal clinched,2002-11-18,0.0,neutral,0.0,neutral
1278,et infosys investors trade cautiously scrip,2011-04-25,0.0,neutral,0.0,neutral
1279,infosys sales head face challenges,2011-06-04,0.0,neutral,0.0,neutral
1280,infosys rejigs top management,2011-07-16,0.5,positive,1.0,positive
1281,midsize cos may follow infosys footsteps,2011-10-17,0.0,neutral,0.0,neutral
1282,infosys tcs see muted growth,2011-12-20,0.0,neutral,0.0,neutral
1283,infosys losing bellwether tag peers hcl tcs shine,2012-01-16,0.0,neutral,1.0,positive
1284,red flags cognizant infosys  hexaware put question mark recovery 2013,2012-12-10,0.0,neutral,0.0,neutral
1285,infosys visa cost jumped 50 fy13,2013-05-20,0.0,neutral,0.0,neutral
1286,infosys nr narayana murthys son rohan murty becomes vice president,2013-08-24,0.0,neutral,0.0,neutral
1287,campus hiring infosys hire 20000 salary,2015-10-13,0.0,neutral,1.0,positive
1288,infosys cofounder narayana murthy indians highest ego per unit achievement,2016-08-16,0.0,neutral,0.0,neutral
1289,infosys shares extend losses ceo quits,2017-08-21,0.0,neutral,0.0,neutral
1290,update 3infosys chairman focus ceo search strategy,2017-08-28,0.0,neutral,0.0,neutral
1291,soap 1 infosys biwi,2001-07-19,0.0,neutral,0.0,neutral
1292,government nod infosyss ads sponsorship programme,2003-01-28,0.0,neutral,0.0,neutral
1293,infosys open bpo unit mexico,2007-08-09,0.0,neutral,0.0,neutral
1294,infosys shuts bangkok bpo,2010-07-17,0.0,neutral,0.0,neutral
1295,us employee accuses infosys visa tax fraud,2011-02-28,0.0,neutral,0.0,neutral
1296,proxy firms back vishal sikkas pay infosys,2014-07-19,0.0,neutral,0.0,neutral
1297,tcs infosys wipro join obamas computer science plan,2016-01-31,0.0,neutral,0.0,neutral
1298,infosys wipro 20 offing,2017-08-31,0.0,neutral,0.0,neutral
1299,awareness abroad infosys way,2001-08-23,0.0,neutral,0.0,neutral
1300,infosys ads may delayed,2003-02-12,0.0,neutral,0.0,neutral
1301,infosys employee worth 97 lakh,2009-05-17,0.30000001192092896,positive,0.0,neutral
1302,infosys bags colombian bank deal,2009-08-07,0.0,neutral,1.0,positive
1303,infosys set separate products company,2011-05-28,0.0,neutral,0.0,neutral
1304,nr narayana murthy visit kolkata word infosys impasse,2012-07-31,0.0,neutral,0.0,neutral
1305,2 infosys directors race igate ceos post,2013-06-10,0.0,neutral,0.0,neutral
1306,infosys gives salary hike 410,2014-03-25,0.0,neutral,0.0,neutral
1307,infosys set create position chief technology officer,2014-10-07,0.0,neutral,0.0,neutral
1308,infosys creates healthcare unit hilife,2015-05-25,0.0,neutral,0.0,neutral
1309,infosys q3 profit 7 3708 cr revises revenue guidance,2017-01-13,0.0,neutral,0.0,neutral
1310,infosys board recast yet says nr narayana murthy,2017-08-30,0.0,neutral,0.0,neutral
1311,street awaits infosys results guidance,2007-04-09,0.0,neutral,0.0,neutral
1312,infosys starts latin american operations,2008-02-21,0.0,neutral,0.0,neutral
1313,infosys beats tcs net profit,2008-07-17,0.0,neutral,-1.0,negative
1314,europe plans track infosys,2010-06-03,0.0,neutral,0.0,neutral
1315,infosys set second campus kerala,2012-04-05,0.0,neutral,0.0,neutral
1316,infosys accused h1b visa abuse,2012-04-13,0.0,neutral,0.0,neutral
1317,hcl infosystems ceo everything rosy,2013-01-01,0.0,neutral,0.0,neutral
1318,nr narayana murthy showcases infosyss leadership strength,2014-01-11,0.0,neutral,0.0,neutral
1319,infosys foundations sudha murty gifts 1 crore school teachers pay,2015-01-29,0.0,neutral,0.0,neutral
1320,infosys wipro forbes list,2005-10-01,0.0,neutral,0.0,neutral
1321,infosys ed fined 5 lakh,2006-09-02,0.0,neutral,0.0,neutral
1322,infosys hire 25000 year,2008-05-22,0.0,neutral,1.0,positive
1323,infosys q1 net 21 1302 cr,2008-07-11,0.0,neutral,0.0,neutral
1324,infosys job cuts,2008-10-22,0.0,neutral,0.0,neutral
1325,infosys bags 10 mn microsoft deal,2009-06-18,0.0,neutral,1.0,positive
1326,american employee accuses infosys visa tax fraud,2011-02-26,0.0,neutral,0.0,neutral
1327,infosys q4 results miss estimates,2011-04-16,0.0,neutral,0.0,neutral
1328,sensex regains 17k level 3wks led ril infosys,2011-10-14,0.0,neutral,0.0,neutral
1329,biggies tcs infosys wipro gain clients despite slowdown revenue falters,2012-09-25,0.0,neutral,-1.0,negative
1330,infosys bpo sees spate senior exec exits,2012-12-21,0.0,neutral,0.0,neutral
1331,tcs infosys wipro hcl techs cash pile,2013-10-28,0.0,neutral,0.0,neutral
1332,infosys plans masters doctorate programmes,2014-10-29,0.0,neutral,0.0,neutral
1333,infosys cofounder nandan nilekani plans investment fortigo,2015-11-02,0.0,neutral,0.0,neutral
1334,infosys q4 profit beats estimates key client wins,2017-04-13,0.15000000596046448,positive,1.0,positive
1335,infosys finacle gets australian touch,2008-04-23,0.0,neutral,0.0,neutral
1336,got fattest hike infosys,2009-04-27,0.0,neutral,0.0,neutral
1337,insider may replace narayana murthy infosys,2010-08-11,0.0,neutral,0.0,neutral
1338,sez status infosys mamata,2012-02-28,0.0,neutral,0.0,neutral
1339,et infosys may miss fy13 guidance says management,2012-12-07,0.0,neutral,0.0,neutral
1340,infosys eyes revenue stream around education,2013-04-13,0.0,neutral,1.0,positive
1341,infosys buys essars park 115 crore,2014-01-09,0.0,neutral,0.0,neutral
1342,infosys president ub pravin rao abandoned vertical structure,2014-01-11,0.0,neutral,0.0,neutral
1343,infosyss kris gopalakrishnan donates 11 crore brain research,2014-07-18,0.0,neutral,0.0,neutral
1344,infosys posts 4 drop q1 pat 3440 crore cuts guidance,2016-07-15,0.0,neutral,0.0,neutral
1345,infosys fixes ads price 49,2003-07-31,0.0,neutral,0.0,neutral
1346,infosys murty wed tvs lakshmi,2010-08-08,0.0,neutral,0.0,neutral
1347,infosys staff want nilekani back,2011-04-29,0.0,neutral,0.0,neutral
1348,corporation initiate attachment procedures infosys,2012-07-17,0.0,neutral,0.0,neutral
1349,brands like nokia tata nano infosys wipro tcs cognizant built,2012-12-19,0.0,neutral,0.0,neutral
1350,infosys gets sez notification indore project,2013-03-21,0.0,neutral,0.0,neutral
1351,salary hike boost confidence infosyss investors,2013-06-15,0.0,neutral,0.0,neutral
1352,tcs wipro infosys face trouble europe,2015-05-13,-0.20000000298023224,negative,0.0,neutral
1353,infosys promotes 2000 gives 100 variable,2015-10-14,0.0,neutral,0.0,neutral
1354,infosys reduce campus recruitment year,2016-07-23,0.0,neutral,0.0,neutral
1355,infosys give 13000 crore shareholders,2017-04-14,0.0,neutral,0.0,neutral
1356,infosys plans hire 10000 american workers open 4 us tech centres,2017-05-02,0.0,neutral,1.0,positive
1357,infosys fight 457 bn tax,2011-01-18,0.0,neutral,0.0,neutral
1358,infosys q4 net 137 lags forecast,2011-04-15,0.0,neutral,-1.0,negative
1359,infosys bpo head quit,2011-08-27,0.0,neutral,0.0,neutral
1360,infosys add 600 jobs singapore,2011-10-20,0.0,neutral,0.0,neutral
1361,infosys foundation helping hdmc fix overflowing drains,2016-08-30,0.0,neutral,0.0,neutral
1362,infosys reshapes split 1215 smaller business units,2016-09-08,0.0,neutral,0.0,neutral
1363,event manager held fake job offer infosys,2016-11-12,-0.5,negative,0.0,neutral
1364,infosys chairman says focus ceo search board strategy,2017-08-25,0.0,neutral,0.0,neutral
1365,sets conditions grant land infosys,2003-08-04,0.0,neutral,0.0,neutral
1366,infosys mama wipro chacha,2007-05-03,0.0,neutral,0.0,neutral
1367,infosys partners iitb green makeover,2009-10-04,-0.20000000298023224,negative,0.0,neutral
1368,infosys q2 profit rises 75 1540 crore declares 200 dividend,2009-10-09,0.0,neutral,0.0,neutral
1369,jaipur blasts infosys told reinstate engineer,2011-04-13,0.0,neutral,0.0,neutral
1370,infosys shares dip amid us scrutiny employer eligibility,2012-04-23,0.0,neutral,0.0,neutral
1371,flipkarts bansals nearly rich infosys cofounders,2014-07-30,0.375,positive,0.0,neutral
1372,vtu confers honorary doctorate infosys founder,2003-04-17,0.0,neutral,0.0,neutral
1373,infosys takes record group cover 24k cr,2008-09-12,0.0,neutral,0.0,neutral
1374,nasscom infosys delaying campus placements,2009-04-28,0.0,neutral,0.0,neutral
1375,infosys sets us unit win deals,2009-12-12,0.800000011920929,positive,0.0,neutral
1376,infosys sees stronger second half,2011-07-12,-0.0833333358168602,neutral,0.0,neutral
1377,infosys ceo cautiously optimistic inc growth,2012-01-09,0.0,neutral,0.0,neutral
1378,seven selected infosys prize,2013-11-13,0.0,neutral,0.0,neutral
1379,infosys shares tank 9 bleak growth forecast,2014-03-14,-1.0,negative,0.0,neutral
1380,infosys board directors faces fury founders,2017-02-12,0.0,neutral,0.0,neutral
1381,nandan nilekani playing critical role trying clean infosys mess,2017-08-23,0.06388889253139496,neutral,0.0,neutral
1382,5 things slow infosys growth,2009-01-15,-0.30000001192092896,negative,0.0,neutral
1383,infosys q1 net rises 17,2009-07-10,0.0,neutral,0.0,neutral
1384,infosys gets cisf security,2009-07-30,0.0,neutral,0.0,neutral
1385,infosys raises outsourcing concerns,2011-05-09,0.0,neutral,0.0,neutral
1386,infosys shares extend losses 2 pc,2012-04-16,0.0,neutral,0.0,neutral
1387,infosys us harassment case sent mediation,2012-07-07,0.0,neutral,0.0,neutral
1388,infosys q1 profit 216 beats estimates,2014-07-11,0.0,neutral,0.0,neutral
1389,infosys ceo vishal sikka indians speak follow orders,2014-12-05,0.0,neutral,0.0,neutral
1390,witness infosys techie slapped weeks murder spot,2016-07-01,0.0,neutral,0.0,neutral
1391,infosys rejects narayan murthy plea probe report,2017-08-04,0.0,neutral,0.0,neutral
1392,infosys cut billing rates,2008-08-20,0.0,neutral,0.0,neutral
1393,infosys airtel tieup dth apps,2008-10-15,0.0,neutral,0.0,neutral
1394,antioffshoring h1b cap may affect business infosys,2009-05-10,0.0,neutral,0.0,neutral
1395,infosys manager confesses killing wife held bangalore,2010-08-14,0.0,neutral,0.0,neutral
1396,infosys headcount 7646 q2,2010-10-16,0.0,neutral,0.0,neutral
1397,infosys searching takeovers murthy,2011-03-09,0.0,neutral,0.0,neutral
1398,infosys accused h1b visa misuse age discrimination,2011-03-30,0.0,neutral,0.0,neutral
1399,bitter taxduel onasadya unites corporation infosys,2012-08-31,-0.10000000149011612,negative,0.0,neutral
1400,infosys opens delivery centre costa rica,2013-03-12,0.0,neutral,1.0,positive
1401,hcl infosystems shut pc manufacturing business,2013-11-18,0.0,neutral,0.0,neutral
1402,tcs beats infosys incremental revenues despite slower growth,2016-04-20,0.0,neutral,0.0,neutral
1403,infosys plans 250cr investment pune,2003-08-11,0.0,neutral,0.0,neutral
1404,infosys official killed hitching ride,2006-03-18,-0.20000000298023224,negative,0.0,neutral
1405,ibm tcs infosys race un erp project,2009-09-28,0.0,neutral,0.0,neutral
1406,fund betting much infosys,2011-07-18,0.20000000298023224,positive,0.0,neutral
1407,infosys warns revenue slowdown,2011-11-22,0.0,neutral,-1.0,negative
1408,infosys eyeing 500m acquisition europe,2012-04-16,0.0,neutral,0.0,neutral
1409,infosys announce q3 results january 11,2012-12-28,0.0,neutral,0.0,neutral
1410,cvs hcl infosystems employees flood job portals,2014-03-03,0.0,neutral,0.0,neutral
1411,infosys honcho sees disconnect classroom industry,2014-03-30,0.0,neutral,0.0,neutral
1412,infosys putting together crack team coders,2015-03-10,0.0,neutral,0.0,neutral
1413,infosys joins artificial intelligence gold rush hunts silicon valley supercoders,2016-05-10,-0.6000000238418579,negative,0.0,neutral
1414,infosys sees 800 cr profit fiscal q1 net soars 56,2001-07-11,0.0,neutral,1.0,positive
1415,murthy step chairman infosys,2007-09-07,0.0,neutral,0.0,neutral
1416,tcs infosys wns redraw strategy exposure pound euro  peso,2009-11-09,0.0,neutral,0.0,neutral
1417,infosys counter visa misuse charge us,2011-05-25,0.0,neutral,0.0,neutral
1418,infosys growth fails match rivals,2011-07-13,-0.5,negative,0.0,neutral
1419,infosys stock price,2011-10-12,0.0,neutral,0.0,neutral
1420,swot analysis tcs vs infosys vs wipro,2012-01-09,0.0,neutral,0.0,neutral
1421,infosys vulnerable economic crisis tcs hcl,2012-07-23,-0.15000000596046448,negative,0.0,neutral
1422,infosys bpo trains 100000 students,2012-11-09,0.0,neutral,0.0,neutral
1423,infosys executive council member stephen pratt resigns,2013-11-19,0.0,neutral,0.0,neutral
1424,bonus shares profit rise boost infosys,2014-10-11,0.0,neutral,0.0,neutral
1425,infosys likely highest weightage nifty,2015-06-25,0.0,neutral,0.0,neutral
1426,infosys defends ceo  board denies governance lapses,2017-02-10,0.0,neutral,0.0,neutral
1427,infosys former cfo agree arbitral tribunal decide severance pay conflict,2017-04-20,0.0,neutral,0.0,neutral
1428,infosys obama billing rates  q3,2008-11-18,0.0,neutral,0.0,neutral
1429,sensex rises 120 points opening trade infosys results,2009-10-09,0.0,neutral,0.0,neutral
1430,infosys shares may fall,2009-10-26,0.0,neutral,0.0,neutral
1431,infosys stock hits record high ahead earnings,2010-07-09,0.1599999964237213,positive,-1.0,negative
1432,us senator charles schumer calls infosys chop shop,2010-08-08,0.0,neutral,0.0,neutral
1433,tcs infosys wipro plan promotions hefty hikes retain talent,2010-12-27,0.0,neutral,0.0,neutral
1434,infosys hire 35000 fy13,2012-04-13,0.0,neutral,1.0,positive
1435,waits infosys next plan action,2012-09-11,0.05000000074505806,neutral,0.0,neutral
1436,lic increases stake infosys buys shares worth 3k cr,2013-01-09,0.30000001192092896,positive,0.0,neutral
1437,infosys budgets 2013 flat marginally,2013-03-19,-0.02500000037252903,neutral,0.0,neutral
1438,infosys shares nearly 3 early trade profitbooking,2013-07-15,0.10000000149011612,positive,0.0,neutral
1439,infosys track beat peers like tcs wipro  hcl 2017,2015-04-25,0.0,neutral,0.0,neutral
1440,infosys inks pact australian company,2004-11-11,0.0,neutral,1.0,positive
1441,infosys q2 net surges 52,2006-10-12,0.0,neutral,1.0,positive
1442,infosys top brass join satyam board nilekani,2009-01-15,0.5,positive,1.0,positive
1443,infosys sees 1b domestic deals,2009-04-17,0.0,neutral,0.0,neutral
1444,infosys bpo head quits,2009-11-24,0.0,neutral,0.0,neutral
1445,hc upholds departments view taxing infosys onsite services,2011-11-05,0.0,neutral,0.0,neutral
1446,msmes seek 100 acre par tcs infosys,2012-02-08,0.0,neutral,0.0,neutral
1447,tcs infosys wipro hcl bpos shine amid slowdown,2012-08-09,0.0,neutral,-1.0,negative
1448,infosys announces salary increases promotions,2012-10-13,0.0,neutral,0.0,neutral
1449,infosyss core banking business grows 65,2013-04-16,0.0,neutral,0.0,neutral
1450,sensex 68 points early trade infosys surges 228,2014-01-10,0.10000000149011612,positive,1.0,positive
1451,infosys founders support old guard co,2017-02-13,0.10000000149011612,positive,0.0,neutral
1452,infosys reports 53 pc jump profit,2005-04-14,0.0,neutral,0.0,neutral
1453,infosys shares 6 q3 figures beat forecast,2009-01-13,0.0,neutral,0.0,neutral
1454,infosys tcs revise hiring plans,2010-10-25,0.0,neutral,0.0,neutral
1455,infosys tcs wipro hire one lakh,2010-11-16,0.0,neutral,1.0,positive
1456,murthy wanted stay infosys making way change mohandas pai,2011-04-15,0.0,neutral,0.0,neutral
1457,infosys may lose 2nd spot cognizant,2012-04-14,0.0,neutral,0.0,neutral
1458,infosys cutting billing rates retain clients,2012-07-12,-0.6000000238418579,negative,0.0,neutral
1459,infosys founder narayana murthy receives 2012 hoover medal,2012-10-25,0.0,neutral,0.0,neutral
1460,ubs downgrade infosys pulls share price,2014-05-08,0.0,neutral,0.0,neutral
1461,infosys acquires 129 acres mahindra city,2003-08-20,0.0,neutral,1.0,positive
1462,infosys inks fourth bank deal saudi arabia,2003-12-02,0.0,neutral,1.0,positive
1463,infosys looking expand majorly,2007-09-06,0.0625,neutral,1.0,positive
1464,time caution infosys ceo,2008-02-11,0.0,neutral,0.0,neutral
1465,infosys slow growth,2008-12-18,-0.30000001192092896,negative,0.0,neutral
1466,infosys q1 net dips 53 1722 crore,2011-07-13,0.0,neutral,0.0,neutral
1467,infosys wipro may sacrifice margins compete,2011-08-05,0.0,neutral,0.0,neutral
1468,second infosys campus city soon,2011-12-09,0.0,neutral,0.0,neutral
1469,infosys top management wage bill crosses 10 million mark,2012-05-14,0.5,positive,1.0,positive
1470,infosys faces fresh b1 visa row exemployee files suit,2012-08-09,0.30000001192092896,positive,-1.0,negative
1471,infosys hit second harassment lawsuit america,2012-08-10,0.0,neutral,-1.0,negative
1472,infosys may name external candidate ceo nr narayana murthy,2014-01-11,0.0,neutral,0.0,neutral
1473,promotions infosys hit slow revenue growth,2014-06-06,-0.30000001192092896,negative,-1.0,negative
1474,panchayat leader accuses infosys land grabbing,2002-11-25,0.0,neutral,0.0,neutral
1475,rings optimism infosys,2008-02-29,0.0,neutral,0.0,neutral
1476,sensex regains 17k level 3wks led ril infosys,2011-10-11,0.0,neutral,0.0,neutral
1477,sensex 244 pts early trade infosys guidance outlook,2012-07-12,0.10000000149011612,positive,0.0,neutral
1478,companies infosys wipro betting big startups,2013-04-26,0.0,neutral,0.0,neutral
1479,infosys done well q1 ceo sd shibulal,2013-07-12,0.0,neutral,0.0,neutral
1480,infosys sees choppy growth next two quarters,2013-12-16,-0.10000000149011612,negative,0.0,neutral
1481,indias top 5 firms like tcs infosys wipro hcl  tech mahindra may see singledigit revenue growth fy16,2015-12-18,0.5,positive,1.0,positive
1482,7th top executive quits infosys 2 years sikkas arrival,2016-09-19,0.5,positive,1.0,positive
1483,infosys tops poll far east economic review survey,2002-12-19,0.15000000596046448,positive,1.0,positive
1484,infosys acquire us bpo company 38 million,2009-11-13,0.0,neutral,1.0,positive
1485,aircelinfosys launch mobile app store,2010-01-05,0.0,neutral,0.0,neutral
1486,infosys sez scanner,2010-03-05,0.0,neutral,0.0,neutral
1487,attrition troubles infosys hire us china,2011-05-03,0.0,neutral,1.0,positive
1488,infosys cfo hints singledigit pay hike,2012-01-17,0.0,neutral,0.0,neutral
1489,whats troubling infosys,2012-01-23,0.0,neutral,0.0,neutral
1490,infosyss good performance kerala,2012-04-05,0.699999988079071,positive,0.0,neutral
1491,acquisition infosys radar sd shibu,2012-07-13,0.0,neutral,0.0,neutral
1492,infosys unlikely give salary hike staff,2013-05-18,-0.5,negative,0.0,neutral
1493,infosys slapped hiring lawsuit us,2013-08-06,0.0,neutral,0.0,neutral
1494,inside story tensions infosys ceo vishal sikka founders,2017-02-09,0.0,neutral,0.0,neutral
1495,indias infosys approves 2 bln buyback shares,2017-08-19,0.0,neutral,0.0,neutral
1496,infosys open software centre china,2003-10-10,0.0,neutral,0.0,neutral
1497,infosys eyes 15 deals 100 mn plus size,2007-10-30,0.0,neutral,1.0,positive
1498,meet infosys highestpaid execs,2009-10-16,0.0,neutral,0.0,neutral
1499,infosys set two centres bangalore,2010-05-25,0.0,neutral,0.0,neutral
1500,infosys step us hiring,2010-11-11,0.0,neutral,0.0,neutral
1501,infosys cash dips 377 14819 crore q3,2011-01-13,0.0,neutral,0.0,neutral
1502,kris kamath lead top job infosys,2011-04-21,0.5,positive,1.0,positive
1503,infosys tech renamed infosys ltd,2011-05-01,0.0,neutral,0.0,neutral
1504,clients questioning infosys cash pile igate debt,2011-05-12,0.0,neutral,0.0,neutral
1505,us bank cancels infosys contract,2011-07-23,0.0,neutral,0.0,neutral
1506,lt vedanta infosys dump videoconference systems,2011-07-29,0.0,neutral,0.0,neutral
1507,infosys veterans launch cloud startup cloudmunch,2012-08-23,0.0,neutral,0.0,neutral
1508,infosys revive talks bengal project,2013-03-31,0.0,neutral,0.0,neutral
1509,infosys strategy deals looks paying,2013-04-11,0.0,neutral,0.0,neutral
1510,nilekanis wife sells 164 crore infosys stocks,2013-08-03,0.0,neutral,0.0,neutral
1511,two mustdos infosys chairman narayana murthy,2014-01-10,0.0,neutral,0.0,neutral
1512,infosys realigns rd division,2015-03-03,0.0,neutral,0.0,neutral
1513,infosys promotes 2600 q1,2015-07-22,0.0,neutral,0.0,neutral
1514,lawsuit filed infosys us former immigration head,2017-06-22,0.0,neutral,0.0,neutral
1515,video infosys q3 net 25 per cent,2008-01-11,0.0,neutral,0.0,neutral
1516,infosys ceo fined,2008-01-23,0.0,neutral,0.0,neutral
1517,infosys q4 net profit 21 4659 crore,2008-04-15,0.0,neutral,0.0,neutral
1518,infosys hire 20k engineering grads 8 higher salary,2009-03-10,0.25,positive,1.0,positive
1519,infosys cash equivalents cross 2bn mark,2009-04-15,0.0,neutral,0.0,neutral
1520,infosys says brand value rose 12 887 billion fy11,2011-05-31,0.6000000238418579,positive,0.0,neutral
1521,infosys tata beat google nokia,2011-06-21,0.0,neutral,0.0,neutral
1522,lodeston buyout infosys impress markets,2012-09-12,0.0,neutral,0.0,neutral
1523,tcs beats infosys become profitable company,2012-10-20,0.0,neutral,0.0,neutral
1524,infosyss 20billion 2020 vision gets gartners backing,2015-05-18,0.0,neutral,0.0,neutral
1525,infosys cfo rajiv bansal resigns ranganath mavinakere cfo,2015-10-12,0.0,neutral,0.0,neutral
1526,infosys add two members board,2015-11-30,0.0,neutral,0.0,neutral
1527,tussle infosys may lead changes companys board,2017-02-13,0.0,neutral,0.0,neutral
1528,analysts split infosys crisis impact cos stock,2017-02-15,0.0,neutral,0.0,neutral
1529,wipro general counsel join infosys,2017-05-23,0.05000000074505806,neutral,0.0,neutral
1530,five killed scaffolding crash infosys,2006-12-13,-0.20000000298023224,negative,0.0,neutral
1531,infosys start work kerala campus,2007-09-06,0.0,neutral,0.0,neutral
1532,infosys construct west bengal facility soon,2010-12-06,0.0,neutral,0.0,neutral
1533,sensex 325 pts led ril infosys,2011-10-10,0.0,neutral,0.0,neutral
1534,land acquisition infosys dec 2,2011-11-23,0.0,neutral,0.0,neutral
1535,tcs infosys wipro hcl tech taking stock,2013-05-07,0.0,neutral,0.0,neutral
1536,infosys utilization rate attrition worrying,2013-07-12,0.0,neutral,0.0,neutral
1537,infosys buys us company panaya 200m,2015-02-17,0.0,neutral,0.0,neutral
1538,infosys founder bats discipline,2016-01-06,0.0,neutral,0.0,neutral
1539,brussels attacks infosys victims body taken chennai,2016-03-29,0.0,neutral,0.0,neutral
1540,sensex rallies 193 points infosys takes pole position 724,2016-04-18,0.0,neutral,0.0,neutral
1541,infosys chief narayan murthy rejects offer,2002-01-04,0.0,neutral,0.0,neutral
1542,infosys focuses europe counter rise,2007-10-08,0.0,neutral,0.0,neutral
1543,bharti infosys tcs wipro among worlds top tech cos,2009-05-22,0.5,positive,1.0,positive
1544,seven things troubling infosys,2010-04-15,0.0,neutral,0.0,neutral
1545,7 things infosys investing,2010-06-29,0.0,neutral,0.0,neutral
1546,infosys looks diversify revenue away us,2010-09-13,0.0,neutral,0.0,neutral
1547,slowdown infosys better prepared,2011-12-03,0.5,positive,-1.0,negative
1548,infosys begins search shibus successor,2014-04-12,0.0,neutral,0.0,neutral
1549,infosys ceo hunter targets justice league,2014-06-06,0.0,neutral,0.0,neutral
